seed,hedge_count,mean_excess_vs_rebalanced_benchmark_annualized,folds_beating_rebalanced_benchmark
875,25,-9.882608165867612e-05,6
876,25,-0.011328629770153364,3
877,25,-0.0045772213250931835,6
878,25,0.007714078348134612,8
879,25,0.00477758049034821,8
880,25,-0.007091670058740907,2
881,25,-0.003939432689815126,6
882,25,-0.003095388061479476,4
883,25,-0.004949705948891947,5
884,25,-0.003337839482454907,5
885,25,-0.0037667595215453153,4
886,25,0.003691023288913886,4
887,25,0.0015448727668752383,4
888,25,0.011846723957923567,8
889,25,-0.0014160001445657432,5
890,25,0.0030314529457953097,5
891,25,0.0016696714339631935,8
892,25,0.0011391825439995618,4
893,25,0.0015397117615804311,5
894,25,-0.004260488781254646,4
895,25,-0.0040055449293913805,4
896,25,-0.007806798825533245,2
897,25,0.0005107454609461825,4
898,25,0.003167699441530636,6
899,25,0.005060957383336851,7
900,25,0.005027548888400779,7
901,25,-0.004985874093766396,3
902,25,0.0011363344919600115,6
903,25,0.0010922088709076961,7
904,25,0.0018324719197450046,5
905,25,0.0007958568273705336,4
906,25,-0.00018981862223574897,5
907,25,0.0024639523868596027,5
908,25,-0.00486042395273426,5
909,25,-0.0013582859523919688,3
910,25,-0.005810150634562583,4
911,25,0.002079021531732961,7
912,25,0.00738567091543374,5
913,25,0.005390119394809101,7
914,25,0.0046314584605889105,6
915,25,-0.005028527122214244,4
916,25,0.008499663738608965,8
917,25,0.0033807855089582617,4
918,25,-0.00013931498165112855,4
919,25,-0.008943897700784732,3
920,25,0.006283273548320334,6
921,25,0.00997636451341235,10
922,25,-0.0029972719304578567,6
923,25,0.0004865092616520461,4
924,25,0.004890162648376573,6
925,25,-0.0005148858735570694,6
926,25,-0.007823774557586548,5
927,25,0.005114801848375461,7
928,25,-0.0016135967087002267,3
929,25,-0.00030529522517440676,5
930,25,-0.0007644143225212896,4
931,25,0.002217049467325227,3
932,25,0.001979208411887312,6
933,25,0.0024656688217258305,5
934,25,-0.001982167969415571,5
935,25,0.004160350517543277,6
936,25,0.00026865219760271455,6
937,25,0.0005870707575421297,7
938,25,0.003950393274297526,6
939,25,0.0014732689856199021,6
940,25,0.012025853611296423,9
941,25,-0.01096530554960955,2
942,25,-0.005523086881119621,3
943,25,0.0020789442263574377,6
944,25,-0.011600074862498689,2
945,25,0.006695790192909401,5
946,25,-0.009015974392791826,2
947,25,0.0008288550826754615,4
948,25,-0.0025577794494074046,4
949,25,0.013322102487038367,7
950,25,0.0029143030547212124,5
951,25,0.007767992513062261,8
952,25,-0.0025440615711951886,4
953,25,-0.0013663699979671539,6
954,25,0.006364057863460981,7
955,25,-0.006201391291452518,2
956,25,-0.0015803355038533807,7
957,25,-0.004615028588798298,3
958,25,-0.0035094608343529954,4
959,25,-0.01101712945820169,2
960,25,0.004545795632348426,5
961,25,-0.0026001905855974174,4
962,25,-0.0066099218381226454,4
963,25,-0.0017889232304587055,4
964,25,0.003826221175374356,5
965,25,0.0050845654324582655,6
966,25,-0.0016180189516661447,6
967,25,0.003192852961619019,6
968,25,-2.628515313997104e-05,6
969,25,0.0033511919778485997,6
970,25,0.0019429465438485782,6
971,25,0.0005281026559136537,5
972,25,-0.0033207412464500764,4
973,25,0.0019028051774814924,4
974,25,-0.0068529254208195885,2
975,25,-0.0016905373666814994,6
976,25,-0.0015227219368125545,4
977,25,-0.002812967320668902,3
978,25,0.001048093781552395,3
979,25,-0.01066051382513956,4
980,25,0.0017384826646077544,6
981,25,0.00820313022830652,7
982,25,0.004585910114206093,6
983,25,0.0010093010496378119,4
984,25,-0.0025950003583922188,5
985,25,0.004735997875884202,5
986,25,0.003861377868853,6
987,25,0.0014599822992049205,5
988,25,-0.004403233682472374,5
989,25,0.002341904287067165,6
990,25,-0.00031483917464396604,5
991,25,0.007157005261983674,5
992,25,0.0025116413325838027,6
993,25,0.007669432892573014,7
994,25,0.005094948954176293,5
995,25,0.0007397063070674781,5
996,25,0.008461029151135802,5
997,25,-0.0019419906615358417,4
998,25,-0.007180056307129446,3
999,25,0.0020913455730596662,7
